Id Tiny;Ref. Pai;Código;Embalagem;Quantidade embalagem;;;;;;;;;;;;;;;;;;;;;;;;;;;
891948197;;2082-2;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891948065;;2087-2;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891948018;;2089X-2;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891948166;;2072-2;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891948133;;2077-2;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891948104;;2092-2;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
932038272;;2084-2;EMB-028;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
927934851;;2080-4;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
927934835;;2085-4;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
927934848;;2070-4;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
927934843;;2075-4;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
927934838;;2090-4;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
929946540;;2083-4;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
929946546;;2088-4;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
929946542;;2073-4;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
929946544;;2078-4;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
929946548;;2093-4;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
932038272;;2084-2;EMB-028;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891948388;;2081-2;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2150;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
913861305;;21456X;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2155;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2140;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2145;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2160;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;268;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
900597611;;26X;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;566;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;266;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;267;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;567;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2153;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2158;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2143;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2148;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2081-4;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2091-4;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2076-4;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2086-4;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2163;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2071-4;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;260;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
900483609;;25X;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;568;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;258;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;259;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;569;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2154;EMB-028;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2159;EMB-028;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2144;EMB-028;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2149;EMB-028;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2164;EMB-028;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2151;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2156;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2141;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2146;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2161;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2152;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2157;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2142;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2147;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
895021958;;216X;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2162;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;26658;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
901481828;;266XX;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;26759;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;26860;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;56668;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;56769;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;-;EMB-015;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
926304826;;PM-080405;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
926304822;;PM-049093;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
926304824;;PM-058990;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
926304820;;PM-048992;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
915378503;;PM-0590;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
915378491;;PM-0490;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
915378488;;PM-0489;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
915378541;;PM-0804;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
918902812;;PM-0589P;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
918902806;;PM-0492P;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
918902809;;PM-0493P;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
918902815;;PM-0805P;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
918902801;;PM-0490P;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
926172855;;PM-080405-2;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
926172851;;PM-049093-2;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
926172853;;PM-058990-2;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
926172849;;PM-048992-2;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
926067148;;PM-0590-2;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
926067145;;PM-0490-2;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;0805-4;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;805;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;589;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;492;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;493;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
926067142;;PM-0489-2;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
926067151;;PM-0804-2;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
920318311;;PM-0492P-2;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
920318313;;PM-0493P-2;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
920318317;;PM-0805P-2;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
915393071;;0805-2;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
915393068;;0589-2;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
915393062;;0492-2;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
915393065;;0493-2;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
920318317;;PM-0805P-2;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
920318315;;PM-0589P-2;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
920318306;;PM-0490P-2;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;PM-0490P-3;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;PM-0490P-4;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;768;EMB-015;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;768;EMB-015;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;361191;EMB-015;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;291186;EMB-015;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;224183;EMB-015;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;291;EMB-015;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;224;EMB-015;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2296;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2298;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2292;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2294;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2300;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
898961654;;2296-4;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
898961658;;2298-4;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
898961651;;2292-4;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
898961649;;2294-4;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
898961649;;2294-4;EMB-021;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
898961639;;2223X-4;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
898961645;;2300-4;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2297;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2299;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2293;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2295;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2301;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891953240;;2297-4;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891953290;;2299-4;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891953161;;2293-4;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891953107;;2295-4;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891953037;;229230X-4;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891953089;;2301-4;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
907828089;;2301-6;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
907828097;;2299-6;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
907828093;;2293-6;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
907828091;;2295-6;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
907828095;;2297-6;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;22967;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;22989;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;22923;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;22945;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891948938;;229230X;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;23001;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;6857;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;6857-4;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;7001;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;200;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;391-4;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;342-4;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;106A;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
